 numero_orden;fecha_orden;propina_orden;hora_de_cobro_orden; atendio_orden;id_cliente1;id_mesero1
6;2014-08-31;0,08;21:36;Valentina;91;91
6;2014-08-31;0,08;21:36;Valentina;92;92
6;2014-08-31;0,08;21:36;Valentina;93;93
6;2014-08-31;0,08;21:36;Valentina;94;94
6;2014-08-31;0,08;21:36;Valentina;95;95
6;2014-08-31;0,08;21:36;Valentina;96;96
6;2014-08-31;0,08;21:36;Valentina;97;97
6;2014-08-31;0,08;21:36;Valentina;98;98
6;2014-08-31;0,08;21:36;Valentina;99;99
6;2014-08-31;0,08;21:36;Valentina;100;100
6;2014-08-31;0,08;21:36;Valentina;101;101
6;2014-08-31;0,08;21:36;Valentina;102;102
6;2014-08-31;0,08;21:36;Valentina;103;103
2;2014-11-27;0,13;15:50;Saul;104;104
2;2014-11-27;0,13;15:50;Saul;105;105
2;2014-11-27;0,13;15:50;Saul;106;106
2;2014-11-27;0,13;15:50;Saul;107;107
2;2014-11-27;0,13;15:50;Saul;108;108
2;2014-11-27;0,13;15:50;Saul;109;109
2;2014-11-27;0,13;15:50;Saul;110;110
2;2014-11-27;0,13;15:50;Saul;111;111
2;2014-11-27;0,13;15:50;Saul;112;112
2;2014-11-27;0,13;15:50;Saul;113;113
2;2014-11-27;0,13;15:50;Saul;114;114
2;2014-11-27;0,13;15:50;Saul;115;115
2;2014-11-27;0,13;15:50;Saul;116;116
14;2014-12-28;0,16;17:31;Joel;117;117
14;2014-12-28;0,16;17:31;Joel;118;118
14;2014-12-28;0,16;17:31;Joel;119;119
14;2014-12-28;0,16;17:31;Joel;120;120
14;2014-12-28;0,16;17:31;Joel;121;121
14;2014-12-28;0,16;17:31;Joel;122;122
14;2014-12-28;0,16;17:31;Joel;123;123
14;2014-12-28;0,16;17:31;Joel;124;124
14;2014-12-28;0,16;17:31;Joel;125;125
14;2014-12-28;0,16;17:31;Joel;126;126
14;2014-12-28;0,16;17:31;Joel;127;127
14;2014-12-28;0,16;17:31;Joel;128;128
14;2014-12-28;0,16;17:31;Joel;129;129
14;2014-12-28;0,16;17:31;Joel;130;130
14;2014-12-28;0,16;17:31;Joel;131;131
9;2014-11-12;0,07;15:36;Alejandro;132;132
9;2014-11-12;0,07;15:36;Alejandro;133;133
9;2014-11-12;0,07;15:36;Alejandro;134;134
9;2014-11-12;0,07;15:36;Alejandro;135;135
9;2014-11-12;0,07;15:36;Alejandro;136;136
9;2014-11-12;0,07;15:36;Alejandro;137;137
9;2014-11-12;0,07;15:36;Alejandro;138;138
9;2014-11-12;0,07;15:36;Alejandro;139;139
9;2014-11-12;0,07;15:36;Alejandro;140;140
9;2014-11-12;0,07;15:36;Alejandro;141;141
12;2014-07-07;0,17;12:57;Rodolfo;142;142
12;2014-07-07;0,17;12:57;Rodolfo;143;143
12;2014-07-07;0,17;12:57;Rodolfo;144;144
12;2014-07-07;0,17;12:57;Rodolfo;145;145
12;2014-07-07;0,17;12:57;Rodolfo;146;146
12;2014-07-07;0,17;12:57;Rodolfo;147;147
12;2014-02-23;0,15;19:26;Rodolfo;148;148
12;2014-02-23;0,15;19:26;Rodolfo;149;149
12;2014-02-23;0,15;19:26;Rodolfo;150;150
12;2014-02-23;0,15;19:26;Rodolfo;151;151
12;2014-02-23;0,15;19:26;Rodolfo;152;152
12;2014-02-23;0,15;19:26;Rodolfo;153;153
12;2014-02-23;0,15;19:26;Rodolfo;154;154
12;2014-02-23;0,15;19:26;Rodolfo;155;155
12;2014-02-23;0,15;19:26;Rodolfo;156;156
12;2014-02-23;0,15;19:26;Rodolfo;157;157
12;2014-02-23;0,15;19:26;Rodolfo;158;158
4;2015-01-24;0,2;19:55;Mauricio;159;159
4;2015-01-24;0,2;19:55;Mauricio;160;160
4;2015-01-24;0,2;19:55;Mauricio;161;161
4;2015-01-24;0,2;19:55;Mauricio;162;162
4;2015-01-24;0,2;19:55;Mauricio;163;163
4;2015-01-24;0,2;19:55;Mauricio;164;164
4;2015-01-24;0,2;19:55;Mauricio;165;165
4;2015-01-24;0,2;19:55;Mauricio;166;166
4;2015-01-24;0,2;19:55;Mauricio;167;167
10;2014-09-16;0,17;13:40;Saul;168;168
10;2014-09-16;0,17;13:40;Saul;169;169
10;2014-09-16;0,17;13:40;Saul;170;170
10;2014-09-16;0,17;13:40;Saul;171;171
10;2014-09-16;0,17;13:40;Saul;172;172
10;2014-09-16;0,17;13:40;Saul;173;173
8;2014-11-12;0,11;15:21;Valentina;174;174
8;2014-11-12;0,11;15:21;Valentina;175;175
8;2014-11-12;0,11;15:21;Valentina;176;176
8;2014-11-12;0,11;15:21;Valentina;177;177
8;2014-11-12;0,11;15:21;Valentina;178;178
8;2014-11-12;0,11;15:21;Valentina;179;179
8;2014-11-12;0,11;15:21;Valentina;180;180
8;2014-11-12;0,11;15:21;Valentina;181;181
8;2014-11-12;0,11;15:21;Valentina;182;182
8;2014-11-12;0,11;15:21;Valentina;183;183
8;2014-11-12;0,11;15:21;Valentina;184;184
8;2014-11-12;0,11;15:21;Valentina;185;185
8;2014-11-12;0,11;15:21;Valentina;186;186
8;2014-11-12;0,11;15:21;Valentina;187;187
8;2014-11-12;0,11;15:21;Valentina;188;188
8;2014-11-12;0,11;15:21;Valentina;189;189
8;2014-11-12;0,11;15:21;Valentina;190;190
8;2014-11-12;0,11;15:21;Valentina;191;191
2;2014-11-06;0,13;23:02;Alejandro;192;192
2;2014-11-06;0,13;23:02;Alejandro;193;193
2;2014-11-06;0,13;23:02;Alejandro;194;194
2;2014-11-06;0,13;23:02;Alejandro;195;195
2;2014-11-06;0,13;23:02;Alejandro;196;196
2;2014-11-06;0,13;23:02;Alejandro;197;197
2;2014-11-06;0,13;23:02;Alejandro;198;198
5;2014-08-15;0,06;22:48;Omar;199;199
5;2014-08-15;0,06;22:48;Omar;200;200
5;2014-08-15;0,06;22:48;Omar;201;201
5;2014-08-15;0,06;22:48;Omar;202;202
5;2014-08-15;0,06;22:48;Omar;203;203
5;2014-08-15;0,06;22:48;Omar;204;204
5;2014-08-15;0,06;22:48;Omar;205;205
5;2014-08-15;0,06;22:48;Omar;206;206
14;2014-07-21;0,08;15:36;Valentina;207;207
14;2014-07-21;0,08;15:36;Valentina;208;208
14;2014-07-21;0,08;15:36;Valentina;209;209
14;2014-07-21;0,08;15:36;Valentina;210;210
14;2014-07-21;0,08;15:36;Valentina;211;211
14;2014-07-21;0,08;15:36;Valentina;212;212
14;2014-07-21;0,08;15:36;Valentina;213;213
14;2014-07-21;0,08;15:36;Valentina;214;214
14;2014-07-21;0,08;15:36;Valentina;215;215
14;2014-07-21;0,08;15:36;Valentina;216;216
12;2014-03-31;0,1;16:48;Alejandro;217;217
12;2014-03-31;0,1;16:48;Alejandro;218;218
12;2014-03-31;0,1;16:48;Alejandro;219;219
12;2014-03-31;0,1;16:48;Alejandro;220;220
12;2014-03-31;0,1;16:48;Alejandro;221;221
12;2014-03-31;0,1;16:48;Alejandro;222;222
12;2014-03-31;0,1;16:48;Alejandro;223;223
12;2014-03-31;0,1;16:48;Alejandro;224;224
12;2014-03-31;0,1;16:48;Alejandro;225;225
12;2014-03-31;0,1;16:48;Alejandro;226;226
16;2015-01-05;0,07;13:40;Mariana;227;227
16;2015-01-05;0,07;13:40;Mariana;228;228
16;2015-01-05;0,07;13:40;Mariana;229;229
16;2015-01-05;0,07;13:40;Mariana;230;230
16;2015-01-05;0,07;13:40;Mariana;231;231
16;2015-01-05;0,07;13:40;Mariana;232;232
16;2015-01-05;0,07;13:40;Mariana;233;233
16;2015-01-05;0,07;13:40;Mariana;234;234
16;2015-01-05;0,07;13:40;Mariana;235;235
16;2015-01-05;0,07;13:40;Mariana;236;236
16;2015-01-05;0,07;13:40;Mariana;237;237
16;2015-01-05;0,07;13:40;Mariana;238;238
16;2015-01-05;0,07;13:40;Mariana;239;239
16;2015-01-05;0,07;13:40;Mariana;240;240
16;2015-01-05;0,07;13:40;Mariana;241;241
9;2014-04-21;0,08;23:31;Saul;242;242
9;2014-04-21;0,08;23:31;Saul;243;243
9;2014-04-21;0,08;23:31;Saul;244;244
9;2014-04-21;0,08;23:31;Saul;245;245
9;2014-04-21;0,08;23:31;Saul;246;246
9;2014-04-21;0,08;23:31;Saul;247;247
9;2014-04-21;0,08;23:31;Saul;248;248
9;2014-04-21;0,08;23:31;Saul;249;249
9;2014-04-21;0,08;23:31;Saul;250;250
9;2014-04-21;0,08;23:31;Saul;251;251
9;2014-04-21;0,08;23:31;Saul;252;252
9;2014-04-21;0,08;23:31;Saul;253;253
9;2014-04-21;0,08;23:31;Saul;254;254
9;2014-04-21;0,08;23:31;Saul;255;255
9;2014-04-21;0,08;23:31;Saul;256;256
17;2014-04-20;0,15;23:31;Ernesto;257;257
17;2014-04-20;0,15;23:31;Ernesto;258;258
17;2014-04-20;0,15;23:31;Ernesto;259;259
17;2014-04-20;0,15;23:31;Ernesto;260;260
17;2014-04-20;0,15;23:31;Ernesto;261;261
17;2014-04-20;0,15;23:31;Ernesto;262;262
17;2014-04-20;0,15;23:31;Ernesto;263;263
17;2014-04-20;0,15;23:31;Ernesto;264;264
17;2014-04-20;0,15;23:31;Ernesto;265;265
17;2014-04-20;0,15;23:31;Ernesto;266;266
17;2014-04-20;0,15;23:31;Ernesto;267;267
7;2014-07-20;0,13;22:48;Saul;268;268
7;2014-07-20;0,13;22:48;Saul;269;269
7;2014-07-20;0,13;22:48;Saul;270;270
7;2014-07-20;0,13;22:48;Saul;271;271
7;2014-07-20;0,13;22:48;Saul;272;272
7;2014-07-20;0,13;22:48;Saul;273;273
7;2014-07-20;0,13;22:48;Saul;274;274
13;2014-11-30;0,05;18:57;Saul;275;275
13;2014-11-30;0,05;18:57;Saul;276;276
13;2014-11-30;0,05;18:57;Saul;277;277
13;2014-11-30;0,05;18:57;Saul;278;278
13;2014-11-30;0,05;18:57;Saul;279;279
13;2014-11-30;0,05;18:57;Saul;280;280
13;2014-11-30;0,05;18:57;Saul;281;281
13;2014-11-30;0,05;18:57;Saul;282;282
13;2014-11-30;0,05;18:57;Saul;283;283
13;2014-11-30;0,05;18:57;Saul;284;284
13;2014-11-30;0,05;18:57;Saul;285;285
13;2014-11-30;0,05;18:57;Saul;286;286
13;2014-11-30;0,05;18:57;Saul;287;287
13;2014-11-30;0,05;18:57;Saul;288;288
13;2014-11-30;0,05;18:57;Saul;289;289
13;2014-11-30;0,05;18:57;Saul;290;290
13;2014-11-30;0,05;18:57;Saul;291;291
13;2014-11-30;0,05;18:57;Saul;292;292
13;2014-12-22;0,15;0:00;Mariana;293;293
13;2014-12-22;0,15;0:00;Mariana;294;294
13;2014-12-22;0,15;0:00;Mariana;295;295
13;2014-12-22;0,15;0:00;Mariana;296;296
13;2014-12-22;0,15;0:00;Mariana;297;297
13;2014-12-22;0,15;0:00;Mariana;298;298
13;2014-12-22;0,15;0:00;Mariana;299;299
13;2014-12-22;0,15;0:00;Mariana;300;300
13;2014-12-22;0,15;0:00;Mariana;301;301
13;2014-12-22;0,15;0:00;Mariana;302;302
13;2014-12-22;0,15;0:00;Mariana;303;303
13;2014-12-22;0,15;0:00;Mariana;304;304
7;2014-03-28;0,05;20:38;Joel;305;305
7;2014-03-28;0,05;20:38;Joel;306;306
7;2014-03-28;0,05;20:38;Joel;307;307
7;2014-03-28;0,05;20:38;Joel;308;308
7;2014-03-28;0,05;20:38;Joel;309;309
7;2014-03-28;0,05;20:38;Joel;310;310
7;2014-03-28;0,05;20:38;Joel;311;311
7;2014-03-28;0,05;20:38;Joel;312;312
7;2014-03-28;0,05;20:38;Joel;313;313
7;2014-03-28;0,05;20:38;Joel;314;314
7;2014-03-28;0,05;20:38;Joel;315;315
14;2014-07-26;0,13;22:19;Ernesto;316;316
14;2014-07-26;0,13;22:19;Ernesto;317;317
14;2014-07-26;0,13;22:19;Ernesto;318;318
14;2014-07-26;0,13;22:19;Ernesto;319;319
14;2014-07-26;0,13;22:19;Ernesto;320;320
14;2014-07-26;0,13;22:19;Ernesto;321;321
14;2014-07-26;0,13;22:19;Ernesto;322;322
14;2014-07-26;0,13;22:19;Ernesto;323;323
3;2015-01-27;0,12;22:48;Ernesto;324;324
3;2015-01-27;0,12;22:48;Ernesto;325;325
3;2015-01-27;0,12;22:48;Ernesto;326;326
3;2015-01-27;0,12;22:48;Ernesto;327;327
3;2015-01-27;0,12;22:48;Ernesto;328;328
3;2015-01-27;0,12;22:48;Ernesto;329;329
3;2015-01-27;0,12;22:48;Ernesto;330;330
3;2015-01-27;0,12;22:48;Ernesto;331;331
3;2015-01-27;0,12;22:48;Ernesto;332;332
3;2015-01-27;0,12;22:48;Ernesto;333;333
3;2015-01-27;0,12;22:48;Ernesto;334;334
3;2015-01-27;0,12;22:48;Ernesto;335;335
3;2015-01-27;0,12;22:48;Ernesto;336;336
1;2014-06-17;0,15;0:00;Joel;337;337
1;2014-06-17;0,15;0:00;Joel;338;338
1;2014-06-17;0,15;0:00;Joel;339;339
1;2014-06-17;0,15;0:00;Joel;340;340
1;2014-06-17;0,15;0:00;Joel;341;341
1;2014-06-17;0,15;0:00;Joel;342;342
1;2014-06-17;0,15;0:00;Joel;343;343
1;2014-06-17;0,15;0:00;Joel;344;344
1;2014-06-17;0,15;0:00;Joel;345;345
1;2014-06-17;0,15;0:00;Joel;346;346
1;2014-06-17;0,15;0:00;Joel;347;347
1;2014-06-17;0,15;0:00;Joel;348;348
1;2014-06-17;0,15;0:00;Joel;349;349
1;2014-06-17;0,15;0:00;Joel;350;350
1;2014-06-17;0,15;0:00;Joel;351;351
1;2014-06-17;0,15;0:00;Joel;352;352
1;2014-06-17;0,15;0:00;Joel;353;353
1;2014-02-20;0,06;17:16;Joel;354;354
1;2014-02-20;0,06;17:16;Joel;355;355
1;2014-02-20;0,06;17:16;Joel;356;356
1;2014-02-20;0,06;17:16;Joel;357;357
1;2014-02-20;0,06;17:16;Joel;358;358
1;2014-02-20;0,06;17:16;Joel;359;359
1;2014-02-20;0,06;17:16;Joel;360;360
1;2014-02-20;0,06;17:16;Joel;361;361
16;2014-11-29;0,2;21:50;Mauricio;362;362
16;2014-11-29;0,2;21:50;Mauricio;363;363
16;2014-11-29;0,2;21:50;Mauricio;364;364
16;2014-11-29;0,2;21:50;Mauricio;365;365
16;2014-11-29;0,2;21:50;Mauricio;366;366
16;2014-11-29;0,2;21:50;Mauricio;367;367
16;2014-11-29;0,2;21:50;Mauricio;368;368
16;2014-11-29;0,2;21:50;Mauricio;369;369
13;2014-10-27;0,05;14:38;Joel;370;370
13;2014-10-27;0,05;14:38;Joel;371;371
13;2014-10-27;0,05;14:38;Joel;372;372
13;2014-10-27;0,05;14:38;Joel;373;373
13;2014-10-27;0,05;14:38;Joel;374;374
13;2014-10-27;0,05;14:38;Joel;375;375
13;2014-10-27;0,05;14:38;Joel;376;376
13;2014-10-27;0,05;14:38;Joel;377;377
13;2014-10-27;0,05;14:38;Joel;378;378
13;2014-10-27;0,05;14:38;Joel;379;379
13;2014-10-27;0,05;14:38;Joel;380;380
13;2014-10-27;0,05;14:38;Joel;381;381
13;2014-10-27;0,05;14:38;Joel;382;382
13;2014-10-27;0,05;14:38;Joel;383;383
13;2014-10-27;0,05;14:38;Joel;384;384
13;2014-10-27;0,05;14:38;Joel;385;385
13;2014-10-27;0,05;14:38;Joel;386;386
9;2014-12-10;0,11;18:43;Ernesto;387;387
9;2014-12-10;0,11;18:43;Ernesto;388;388
9;2014-12-10;0,11;18:43;Ernesto;389;389
9;2014-12-10;0,11;18:43;Ernesto;390;390
9;2014-12-10;0,11;18:43;Ernesto;391;391
9;2014-12-10;0,11;18:43;Ernesto;392;392
9;2014-12-10;0,11;18:43;Ernesto;393;393
9;2014-12-10;0,11;18:43;Ernesto;394;394
9;2014-12-10;0,11;18:43;Ernesto;395;395
9;2014-12-10;0,11;18:43;Ernesto;396;396
9;2014-12-10;0,11;18:43;Ernesto;397;397
9;2014-12-10;0,11;18:43;Ernesto;398;398
9;2014-12-10;0,11;18:43;Ernesto;399;399
9;2014-12-10;0,11;18:43;Ernesto;400;400
9;2014-12-10;0,11;18:43;Ernesto;401;401
9;2014-12-10;0,11;18:43;Ernesto;402;402
7;2014-05-28;0,06;12:57;Valentina;403;403
7;2014-05-28;0,06;12:57;Valentina;404;404
7;2014-05-28;0,06;12:57;Valentina;405;405
7;2014-05-28;0,06;12:57;Valentina;406;406
7;2014-05-28;0,06;12:57;Valentina;407;407
7;2014-05-28;0,06;12:57;Valentina;408;408
7;2014-05-28;0,06;12:57;Valentina;409;409
6;2014-04-06;0,17;23:45;Rodolfo;410;410
6;2014-04-06;0,17;23:45;Rodolfo;411;411
6;2014-04-06;0,17;23:45;Rodolfo;412;412
6;2014-04-06;0,17;23:45;Rodolfo;413;413
6;2014-04-06;0,17;23:45;Rodolfo;414;414
6;2014-04-06;0,17;23:45;Rodolfo;415;415
6;2014-04-06;0,17;23:45;Rodolfo;416;416
6;2014-04-06;0,17;23:45;Rodolfo;417;417
6;2014-04-06;0,17;23:45;Rodolfo;418;418
6;2014-04-06;0,17;23:45;Rodolfo;419;419
6;2014-04-06;0,17;23:45;Rodolfo;420;420
6;2014-04-06;0,17;23:45;Rodolfo;421;421
6;2014-04-06;0,17;23:45;Rodolfo;422;422
6;2014-04-06;0,17;23:45;Rodolfo;423;423
6;2014-04-06;0,17;23:45;Rodolfo;424;424
6;2014-04-06;0,17;23:45;Rodolfo;425;425
8;2014-11-02;0,09;14:09;Alejandro;426;426
8;2014-11-02;0,09;14:09;Alejandro;427;427
8;2014-11-02;0,09;14:09;Alejandro;428;428
8;2014-11-02;0,09;14:09;Alejandro;429;429
8;2014-11-02;0,09;14:09;Alejandro;430;430
8;2014-11-02;0,09;14:09;Alejandro;431;431
8;2014-11-02;0,09;14:09;Alejandro;432;432
8;2014-11-02;0,09;14:09;Alejandro;433;433
8;2014-11-02;0,09;14:09;Alejandro;434;434
8;2014-11-02;0,09;14:09;Alejandro;435;435
8;2014-11-02;0,09;14:09;Alejandro;436;436
8;2014-11-02;0,09;14:09;Alejandro;437;437
8;2014-11-02;0,09;14:09;Alejandro;438;438
11;2014-04-06;0,15;18:14;Omar;439;439
11;2014-04-06;0,15;18:14;Omar;440;440
11;2014-04-06;0,15;18:14;Omar;441;441
11;2014-04-06;0,15;18:14;Omar;442;442
11;2014-04-06;0,15;18:14;Omar;443;443
11;2014-04-06;0,15;18:14;Omar;444;444
11;2014-04-06;0,15;18:14;Omar;445;445
11;2014-04-06;0,15;18:14;Omar;446;446
11;2014-04-06;0,15;18:14;Omar;447;447
11;2014-04-06;0,15;18:14;Omar;448;448
11;2014-04-06;0,15;18:14;Omar;449;449
11;2014-04-06;0,15;18:14;Omar;450;450
11;2014-04-06;0,15;18:14;Omar;451;451
11;2014-04-06;0,15;18:14;Omar;452;452
11;2014-04-06;0,15;18:14;Omar;453;453
11;2014-04-06;0,15;18:14;Omar;454;454
10;2014-07-27;0,14;21:36;Omar;455;455
10;2014-07-27;0,14;21:36;Omar;456;456
10;2014-07-27;0,14;21:36;Omar;457;457
10;2014-07-27;0,14;21:36;Omar;458;458
10;2014-07-27;0,14;21:36;Omar;459;459
10;2014-07-27;0,14;21:36;Omar;460;460
10;2014-07-27;0,14;21:36;Omar;461;461
10;2014-07-27;0,14;21:36;Omar;462;462
10;2014-07-27;0,14;21:36;Omar;463;463
10;2014-07-27;0,14;21:36;Omar;464;464
10;2014-07-27;0,14;21:36;Omar;465;465
5;2014-10-06;0,12;0:00;Ernesto;466;466
5;2014-10-06;0,12;0:00;Ernesto;467;467
5;2014-10-06;0,12;0:00;Ernesto;468;468
5;2014-10-06;0,12;0:00;Ernesto;469;469
5;2014-10-06;0,12;0:00;Ernesto;470;470
5;2014-10-06;0,12;0:00;Ernesto;471;471
16;2014-12-05;0,2;23:45;Mauricio;472;472
16;2014-12-05;0,2;23:45;Mauricio;473;473
16;2014-12-05;0,2;23:45;Mauricio;474;474
16;2014-12-05;0,2;23:45;Mauricio;475;475
16;2014-12-05;0,2;23:45;Mauricio;476;476
16;2014-12-05;0,2;23:45;Mauricio;477;477
16;2014-12-05;0,2;23:45;Mauricio;478;478
16;2014-12-05;0,2;23:45;Mauricio;479;479
16;2014-12-05;0,2;23:45;Mauricio;480;480
12;2014-11-03;0,13;20:09;Ernesto;481;481
12;2014-11-03;0,13;20:09;Ernesto;482;482
12;2014-11-03;0,13;20:09;Ernesto;483;483
12;2014-11-03;0,13;20:09;Ernesto;484;484
12;2014-11-03;0,13;20:09;Ernesto;485;485
12;2014-11-03;0,13;20:09;Ernesto;486;486
12;2014-11-03;0,13;20:09;Ernesto;487;487
6;2014-10-23;0,17;21:07;Omar;488;488
6;2014-10-23;0,17;21:07;Omar;489;489
6;2014-10-23;0,17;21:07;Omar;490;490
6;2014-10-23;0,17;21:07;Omar;491;491
6;2014-10-23;0,17;21:07;Omar;492;492
6;2014-10-23;0,17;21:07;Omar;493;493
6;2014-10-23;0,17;21:07;Omar;494;494
3;2014-05-20;0,15;23:31;Rodolfo;495;495
3;2014-05-20;0,15;23:31;Rodolfo;496;496
3;2014-05-20;0,15;23:31;Rodolfo;497;497
3;2014-05-20;0,15;23:31;Rodolfo;498;498
3;2014-05-20;0,15;23:31;Rodolfo;499;499
3;2014-05-20;0,15;23:31;Rodolfo;500;500
3;2014-05-20;0,15;23:31;Rodolfo;501;501
3;2014-05-20;0,15;23:31;Rodolfo;502;502
3;2014-05-20;0,15;23:31;Rodolfo;503;503
3;2014-05-20;0,15;23:31;Rodolfo;504;504
5;2014-03-15;0,12;21:36;Mariana;505;505
5;2014-03-15;0,12;21:36;Mariana;506;506
5;2014-03-15;0,12;21:36;Mariana;507;507
5;2014-03-15;0,12;21:36;Mariana;508;508
5;2014-03-15;0,12;21:36;Mariana;509;509
5;2014-04-07;0,17;23:31;Valentina;510;510
5;2014-04-07;0,17;23:31;Valentina;511;511
5;2014-04-07;0,17;23:31;Valentina;512;512
5;2014-04-07;0,17;23:31;Valentina;513;513
5;2014-04-07;0,17;23:31;Valentina;514;514
5;2014-04-07;0,17;23:31;Valentina;515;515
5;2014-04-07;0,17;23:31;Valentina;516;516
5;2014-04-07;0,17;23:31;Valentina;517;517
5;2014-04-07;0,17;23:31;Valentina;518;518
5;2014-04-07;0,17;23:31;Valentina;519;519
5;2014-04-07;0,17;23:31;Valentina;520;520
5;2014-04-07;0,17;23:31;Valentina;521;521
5;2014-04-07;0,17;23:31;Valentina;522;522
2;2014-04-29;0,16;23:45;Omar;523;523
2;2014-04-29;0,16;23:45;Omar;524;524
2;2014-04-29;0,16;23:45;Omar;525;525
2;2014-04-29;0,16;23:45;Omar;526;526
2;2014-04-29;0,16;23:45;Omar;527;527
2;2014-04-29;0,16;23:45;Omar;528;528
2;2014-04-29;0,16;23:45;Omar;529;529
2;2014-04-29;0,16;23:45;Omar;530;530
10;2014-03-26;0,06;17:31;Mariana;531;531
10;2014-03-26;0,06;17:31;Mariana;532;532
